"hour","TDR_10E_vwc","TDR_30E_vwc","TDR_50E_vwc","TDR_10E_t","TDR_30E_t","TDR_50E_t"
2023-08-17 10:00:00,29.2,43.4333333333333,37.15,15.3,14.9666666666667,14.3
2023-08-17 11:00:00,29.2166666666667,43.4583333333333,37.1083333333333,15.3,14.9583333333333,14.3
2023-08-17 12:00:00,29.225,43.4833333333333,37.2,15.3083333333333,14.925,14.3
2023-08-17 13:00:00,29.1916666666667,43.525,37.2583333333333,15.3083333333333,14.95,14.3
2023-08-17 14:00:00,29.1916666666667,43.5666666666667,37.275,15.3916666666667,14.9666666666667,14.3
2023-08-17 15:00:00,29.175,43.55,37.35,15.4,14.9583333333333,14.3
2023-08-17 16:00:00,29.1833333333333,43.6083333333333,37.3833333333333,15.4,14.9833333333333,14.3
2023-08-17 17:00:00,29.1416666666667,43.6583333333333,37.425,15.4,14.9583333333333,14.3
2023-08-17 18:00:00,29.1083333333333,43.6916666666667,37.4833333333333,15.4,14.975,14.3
2023-08-17 19:00:00,29.0583333333333,43.7,37.4833333333333,15.4,15,14.3
2023-08-17 20:00:00,29.0833333333333,43.7083333333333,37.55,15.3833333333333,15,14.3
2023-08-17 21:00:00,29.0666666666667,43.7,37.55,15.3083333333333,15,14.3
2023-08-17 22:00:00,29.0166666666667,43.7,37.5833333333333,15.3,14.9833333333333,14.3
2023-08-17 23:00:00,29,43.7083333333333,37.5833333333333,15.3,14.975,14.3
2023-08-18,29.0083333333333,43.7333333333333,37.6083333333333,15.2083333333333,14.9833333333333,14.3
2023-08-18 01:00:00,29.0083333333333,43.7583333333333,37.6666666666667,15.2,14.9166666666667,14.3
2023-08-18 02:00:00,28.975,43.7666666666667,37.6916666666667,15.2,14.9166666666667,14.3
2023-08-18 03:00:00,28.9666666666667,43.7666666666667,37.7166666666667,15.1916666666667,14.9,14.2833333333333
2023-08-18 04:00:00,28.95,43.7583333333333,37.6666666666667,15.1833333333333,14.9,14.3
2023-08-18 05:00:00,28.9583333333333,43.8,37.725,15.1333333333333,14.9,14.2833333333333
2023-08-18 06:00:00,28.9416666666667,43.8083333333333,37.725,15.1,14.9,14.2833333333333
2023-08-18 07:00:00,28.9,43.825,37.725,15.1,14.9,14.275
2023-08-18 08:00:00,29.1333333333333,43.8416666666667,37.75,15.1,14.9,14.2583333333333
2023-08-18 09:00:00,30.7416666666667,44.6416666666667,39.7,15.1833333333333,14.9,14.2583333333333
2023-08-18 10:00:00,31.675,46.6416666666667,50.9416666666667,15.2,14.9,14.3
2023-08-18 11:00:00,31.8333333333333,46.9166666666667,51.525,15.2666666666667,14.9,14.3
2023-08-18 12:00:00,31.6333333333333,47,51.55,15.45,14.9,14.3
2023-08-18 13:00:00,31.3583333333333,47.0083333333333,51.5583333333333,15.7083333333333,14.9,14.3
2023-08-18 14:00:00,30.9583333333333,46.9166666666667,51.6083333333333,15.8583333333333,14.9,14.3
2023-08-18 15:00:00,30.6083333333333,46.7416666666667,51.5916666666667,16.0166666666667,14.9666666666667,14.2916666666667
2023-08-18 16:00:00,30.3916666666667,46.675,43.8416666666667,16.1083333333333,15.05,14.3
2023-08-18 17:00:00,30.1333333333333,46.5666666666667,41.3333333333333,16.1166666666667,15.1,14.3
2023-08-18 18:00:00,30.0333333333333,46.4166666666667,40.7083333333333,16.0416666666667,15.1083333333333,14.3
2023-08-18 19:00:00,29.9,46.3,40.4,15.8583333333333,15.175,14.3
